"","id","name","weight"
"337","15764644","Nancy Pelosi",43
"338","16012783","The Daily Beast",43
"339","20182089","West Wing Reports",43
"340","24578723","Lester  Sheets",43
"341","32389958","linda digiacomo",43
"342","55976150","I am John Galt!!",43
"343","74945157","Editor of CDN",43
"344","114859756","Kristina",42
"345","18513241","IBDeditorials",42
"346","58966831","Tom T.",42
"347","65502117","Joe Pounder",42
"348","781170744","Troy Willits",42
"349","85395596","Noel Sheppard",42
"350","13673392","Saul Anuzis",41
"351","14345062","PostPolitics",41
"352","14587949","NFIB",41
"353","16700729","Gordon Olivant",41
"354","20733972","Reince Priebus",41
"355","300560155","Todd Akin",41
"356","31603074","Sam Valley",41
"357","33186808","Jonathan Hoenig",41
"358","354590277","Elisabeth Adair",41
"359","36667104","PoliticalMath",41
"360","487291296","C. R. Russo",41
"361","73099646","Joseph A. Gallant",41
"362","107745212","Karen Harrington",40
"363","118190428","Kelly Campagna",40
"364","14676022","DCCC",40
"365","15460793","John LaRosa",40
"366","19491594","T",40
"367","19786336","Laurie Bailey",40
"368","20480549","David Shuster",40
"369","208361818","Majority Report",40
"370","232851192","BWD",40
"371","30771049","Demetrius Minor",40
"372","3135241","RedState",40
"373","48566603","Loxodonta solitarius",40
"374","63489388","GuitarHero1965",40
"375","96823343","Politicolnews",40
"376","100480088","Cuffy Meh",39
"377","16031927","Greta Van Susteren",39
"378","177706730","CrossroadsGPS",39
"379","19432346","Sarah Palin News    ",39
"380","21301933","Brad Dayspring",39
"381","230859523","HarrietBaldwin",39
"382","296361085","Senator John Thune",39
"383","342821167","Political Fireball",39
"384","59159771","Katrina vandenHeuvel",39
"385","62884010","Jesse Dalton",39
"386","733751245","Paul Ryan",39
"387","76773857","Vernon B. Parker",39
"388","13493302","Media Matters",38
"389","14197312","Doug Mataconis",38
"390","16411611","Tony Phyrillas",38
"391","16906137","pourmecoffee",38
"392","22299010","Tea Party Boise, Inc",38
"393","29716801","Pamela",38
"394","74014041","Michelle Ray",38
"395","8431652","Shoq Value",38
"396","104342107","Gabriella Hoffman",37
"397","18058317","Christian Coalition",37
"398","1947301","The Nation",37
"399","21604766","Angela Roy",37
"400","292374563","Rich Gowran",37
"401","45450902","di kele",37
"402","52989817","Isabelle H-Gustafson",37
"403","53606937","James Taranto",37
"404","7401212","Doug Ross",37
"405","102488708","Steve Forbes",36
"406","14437914","NewsHour",36
"407","15164565","Slate",36
"408","15186308","AlexaShrugged",36
"409","16007460","freddoso",36
"410","19286059","Proud Conservative ",36
"411","231815020","Stacy Washington",36
"412","285776648","Patricia Baber",36
"413","364050399","Joe Maier",36
"414","41814169","Fareed Zakaria",36
"415","428333","CNN Breaking News",36
"416","52576622","Ruth ",36
"417","71807953","USA Hipster",36
"418","139817960","Team RightChange",35
"419","16267319","Laura",35
"420","172867574","Rick Cooley",35
"421","18583055","Jeff Douglas",35
"422","20479813","Michael Moore",35
"423","271030180","Captain Clarion",35
"424","27702749","Texas Public Policy",35
"425","28614262","Townhall.com",35
"426","375405313","Bobfr",35
"427","46822887","Imani ABL",35
"428","54613670","Jim Country",35
"429","213795411","Governor Walker",34
"430","22456513","Erin Wagner",34
"431","22936237","Carol  ",34
"432","236466373","CeBrese",34
"433","26820275","Scott P. Brown ",34
"434","27783848","Fla Cracker",34
"435","28740137","B.Z.",34
"436","30313925","The White House",34
"437","32506723","Rep. Phil Gingrey,MD",34
"438","334878657","Thanks Obamacare",34
"439","346860388","BillboTex",34
"440","355370633","rob b",34
"441","37248934","Jim J",34
"442","42135344","Anna",34
"443","47728859","Steve Weinstein",34
"444","55062129","Joshua LXXXI",34
"445","103594788","Ken Carroll",33
"446","15406238","newfederal",33
"447","18011418","DANEgerus",33
"448","19926671","Jon Bruning",33
"449","21696279","Brian Beutler",33
"450","217837669","ConservativesForCruz",33
"451","22114428","SBIAM",33
"452","26993825","William K. Wolfrum",33
"453","27512951","Don Millard",33
"454","30736021","Eric",33
"455","344328312","Linda",33
"456","56572080","R. Paine",33
"457","67293615","Chris Coon",33
"458","9335232","conservatweet",33
"459","130600206","Heritage Action",32
"460","16250929","Taegan Goddard",32
"461","20318442","Faxon D. Snackerton",32
"462","215021528","Team Romney",32
"463","26122639","WashingtonDCTeaParty",32
"464","281482400","Marc T Grove",32
"465","35606154","Bharat Manghnani",32
"466","469194846","TwitchyTeam",32
"467","53058728","Deb Williams",32
"468","60329634","george jarkesy",32
"469","64072619","jim",32
"470","113130513","DocPatientMedAssn",31
"471","144350248","Jon Wexford",31
"472","152891078","thorninaz",31
"473","15446531","Matt Yglesias",31
"474","16147260","Sue K H ",31
"475","163540129","Steven Miller",31
"476","1652541","Reuters Top News",31
"477","16672662","Marty Smith",31
"478","16710420","irritatedwoman""",31
"479","17838484","Wendy MacArthur",31
"480","20733757","Tim",31
"481","20776147","Sean Spicer",31
"482","23272075","Leonard Park",31
"483","238484434","Christopher Maloney",31
"484","26657119","MoveOn.org",31
"485","27285591","Chip Woods",31
"486","367932654","TierrahB",31
"487","41186732","Blue DuPage",31
"488","42608496","Jen M",31
"489","114547989","Stephanie Cutter",30
"490","14027452","hardknoxfirst",30
"491","15210284","National Journal",30
"492","15625434","The_Monarch",30
"493","18190205","An American Patriot",30
"494","18329671","Mitt Romney Central",30
"495","23921732","Anita Miller",30
"496","240501439","Brady Cremeens",30
"497","268509363","Adam Savader",30
"498","373545909","Tommy G. Thompson",30
"499","102211444","Joel Palmer",29
"500","123114667","in the puget sound",29
"501","129332353","Ron Robinson",29
"502","15446551","sfpelosi",29
"503","16469463","heather ",29
"504","198646850","News Watcher",29
"505","20562637","Business Insider",29
"506","22055226","Louie Gohmert",29
"507","22253744","Hardline Stance",29
"508","23251075","WENDY""Orangeblossom",29
"509","27075032","Oliver Darcy",29
"510","323490669","Fischer for Senate",29
"511","327715590","Matthew",29
"512","329478794","John Palmer",29
"513","36612159","LibertasLogos",29
"514","37452121","Fran",29
"515","5392522","NPR News",29
"516","551562379","Kele Johnson",29
"517","573972193","Michael D Thornton",29
"518","60113766","Kimberly Morin",29
"519","6017542","Breaking News",29
"520","70778356","Sally Pipes",29
"521","76387233","Kim Hedum",29
"522","78945513","American Thinker",29
"523","84135023","JimWilemon",29
"524","108807556","Crystal Wright",28
"525","14465607","Andrew Malcolm",28
"526","146516713","Twittah Sisters",28
"527","15012486","CBS News",28
"528","16068266","Timothy P Carney",28
"529","16157855","Ed Henry",28
"530","16568788","DanStlMo",28
"531","166751914","Craig Benghazi",28
"532","17527466","michaelemlong",28
"533","17976923","CathyMcMorrisRodgers",28
"534","18170310","Orrin Hatch",28
"535","19609871","Ben Grivno",28
"536","237348797","Trey Gowdy",28
"537","24438725","AllianceDefends",28
"538","255798674","Jon Lovitz",28
"539","261915900","HCS",28
"540","27725785","slicedsky~(bigtimer)",28
"541","27789999","//Gene McVay//",28
"542","28156710","Truth Tweeter",28
"543","292519466","Jane Galt",28
"544","30031690","Michael",28
"545","352548417","Paul Begala",28
"546","36700664","Gary Jackson",28
"547","37139591","Debra McKinney",28
"548","386331159","Joe Covey",28
"549","414359892","Barack Obama",28
"550","41957116","Carol",28
"551","65664359","Frank Braswell",28
"552","95713333","Gov. Gary Johnson",28
"553","110808787","A Walker",27
"554","11783502","Stephen Gutowski",27
"555","136389258","George Allen",27
"556","15444711","FloridaGOP",27
"557","15554922","American Progress AF",27
"558","16472571","sunshineejc",27
"559","16725276","Neal Boortz",27
"560","171482213","TexasXeina",27
"561","18963809","Chris Moody",27
"562","18983793","Shannon Bream",27
"563","20508720","Greg Sargent",27
"564","253473341","Justen Charters",27
"565","28672288","LaborUnionReport",27
"566","29235589","Kirsten Kukowski",27
"567","30865013","Joe the Plumber",27
"568","490868098","Leah ",27
"569","499266305","Willie Smolder",27
"570","6577802","Tom Price",27
"571","69768385","Bettina Viviano",27
"572","70320587","Pamela Seley",27
"573","91478624","Forbes",27
"574","106800773","Michael E. Newton",26
"575","108450607","Mary Mauldin",26
"576","11611052","FOX News Radio",26
"577","144918041","Lisa Richards",26
"578","16492765","Carmen G Pastor",26
"579","19806962","GOPMommy ",26
"580","20748745","Brad Thor",26
"581","21323944","Erin Donn",26
"582","22243973","TenthAmendmentCenter",26
"583","229144698","Tally Briggs",26
"584","233949261","Rep. Bill Huizenga",26
"585","235817656","Right Hand Jab",26
"586","24716002","Joe ",26
"587","28785486","ABC News",26
"588","38021361","Dan McLaughlin",26
"589","39741866","Linda",26
"590","454462159","Jack Chase ",26
"591","46520074","Western Journalism",26
"592","466957312","Julie Jordan",26
"593","52237499","Greg B",26
"594","53111469","Debra",26
"595","5693842","NRSC",26
"596","580997146","Gene Lingerfelt",26
"597","72552866","US Reality Check ",26
"598","89120565","OctoCon",26
"599","101797804","Mike Cornelison",25
"600","109665242","kris",25
"601","118022756","Supreme Court USA",25
"602","122226401","Michelle Fields",25
"603","1367531","Fox News",25
"604","14173315","NBC News",25
"605","163813257","chaz",25
"606","16692171","C. Steven Tucker",25
"607","17909913","Scott",25
"608","18549579","junebug",25
"609","20819456","Mike",25
"610","21426423","Matthew Boyle",25
"611","21728303","Keith Boykin",25
"612","23195603","Dale",25
"613","272542662","Team Boehner",25
"614","33265414","SteveTaff",25
"615","362079203","Surgery Center of OK",25
"616","457984599","Breitbart News",25
"617","57174231","WeirdReport",25
"618","5923062","Joshua Treviño",25
"619","75052666","Ed Schultz",25
"620","85131054","Jeff Zeleny",25
"621","9532402","Ben Smith",25
"622","103675142","Scott Tea Party NJ",24
"623","110681312","Daniel Dickel",24
"624","15463671","Sam Stein",24
"625","15502714","Mike ",24
"626","15731368","HowardKurtz",24
